timestamp,machineId,alarmCode,alarmType,severity,description,durationSec,status,operatorAction
2026-07-01T19:45:30,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,56,ACTIVE,Rehomed axis and verified servo load
2026-07-01T20:00:44,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,228,CLEARED,Inspected oil line and topped up reservoir
2026-07-01T20:05:00,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,354,ACKNOWLEDGED,Checked pump and confirmed pressure recovery
2026-07-01T20:21:15,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,81,CLEARED,Refilled coolant and restarted pump
2026-07-01T20:24:09,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,116,ACKNOWLEDGED,Inspected oil line and topped up reservoir
2026-07-01T20:27:53,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,31,ACTIVE,Rehomed axis and verified servo load
2026-07-01T20:28:40,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,64,ACTIVE,Checked pump and confirmed pressure recovery
2026-07-01T20:32:26,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,339,ACKNOWLEDGED,Cleared area and reset safety circuit
2026-07-01T20:41:03,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,143,ACKNOWLEDGED,Cleared area and reset safety circuit
2026-07-01T20:47:30,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,260,ACKNOWLEDGED,Checked pump and confirmed pressure recovery
2026-07-01T20:56:54,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,365,ACTIVE,Rehomed axis and verified servo load
2026-07-01T21:02:10,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,134,ACTIVE,Cleared area and reset safety circuit
2026-07-01T21:02:57,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,96,ACKNOWLEDGED,Rehomed axis and verified servo load
2026-07-01T21:20:10,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,67,ACTIVE,Inspected oil line and topped up reservoir
2026-07-01T21:20:51,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,146,ACKNOWLEDGED,Paused cycle and checked tool engagement
2026-07-01T21:21:44,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,331,ACKNOWLEDGED,Cleared area and reset safety circuit
2026-07-01T21:26:26,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,171,CLEARED,Rehomed axis and verified servo load
2026-07-01T21:27:32,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,313,ACTIVE,Inspected oil line and topped up reservoir
2026-07-01T21:33:32,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,222,ACTIVE,Refilled coolant and restarted pump
2026-07-01T21:36:01,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,20,ACTIVE,Replaced insert and reset tool life counter
2026-07-01T22:08:10,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,135,ACKNOWLEDGED,Checked pump and confirmed pressure recovery
2026-07-01T22:16:52,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,246,CLEARED,Checked pump and confirmed pressure recovery
2026-07-01T22:17:28,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,71,CLEARED,Cleared area and reset safety circuit
2026-07-01T22:18:26,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,348,CLEARED,Inspected oil line and topped up reservoir
2026-07-01T22:19:18,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,427,ACKNOWLEDGED,Cleared area and reset safety circuit
2026-07-01T22:25:07,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,278,CLEARED,Refilled coolant and restarted pump
2026-07-01T22:32:21,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,20,ACKNOWLEDGED,Rehomed axis and verified servo load
2026-07-01T22:33:45,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,61,ACTIVE,Cleared area and reset safety circuit
2026-07-01T22:35:47,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,74,ACKNOWLEDGED,Rehomed axis and verified servo load
2026-07-01T22:39:18,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,217,CLEARED,Checked pump and confirmed pressure recovery
2026-07-01T22:39:30,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,103,CLEARED,Inspected oil line and topped up reservoir
2026-07-01T22:40:50,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,62,ACKNOWLEDGED,Rehomed axis and verified servo load
2026-07-01T22:44:27,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,224,ACTIVE,Refilled coolant and restarted pump
2026-07-01T22:46:51,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,246,ACKNOWLEDGED,Rehomed axis and verified servo load
2026-07-01T22:58:54,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,31,ACKNOWLEDGED,Cleared area and reset safety circuit
2026-07-01T23:11:51,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,107,ACKNOWLEDGED,Checked pump and confirmed pressure recovery
2026-07-01T23:14:10,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,55,ACTIVE,Rehomed axis and verified servo load
2026-07-01T23:23:02,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,281,CLEARED,Refilled coolant and restarted pump
2026-07-01T23:31:50,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,76,CLEARED,Cleared area and reset safety circuit
2026-07-01T23:33:05,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,144,ACKNOWLEDGED,Refilled coolant and restarted pump
2026-07-01T23:34:32,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,117,CLEARED,Inspected oil line and topped up reservoir
2026-07-01T23:52:25,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,163,ACKNOWLEDGED,Paused cycle and checked tool engagement
2026-07-01T23:58:18,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,155,ACTIVE,Inspected oil line and topped up reservoir
2026-07-02T00:00:17,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,34,ACKNOWLEDGED,Replaced insert and reset tool life counter
2026-07-02T00:04:02,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,23,ACTIVE,Paused cycle and checked tool engagement
2026-07-02T00:07:46,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,238,ACKNOWLEDGED,Inspected oil line and topped up reservoir
2026-07-02T00:12:31,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,375,ACKNOWLEDGED,Checked pump and confirmed pressure recovery
2026-07-02T00:26:41,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,155,CLEARED,Checked pump and confirmed pressure recovery
2026-07-02T00:32:06,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,186,ACTIVE,Paused cycle and checked tool engagement
2026-07-02T00:37:01,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,281,ACTIVE,Checked pump and confirmed pressure recovery
2026-07-02T00:46:35,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,75,ACTIVE,Replaced insert and reset tool life counter
2026-07-02T00:46:46,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,391,ACKNOWLEDGED,Paused cycle and checked tool engagement
2026-07-02T00:46:56,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,300,CLEARED,Rehomed axis and verified servo load
2026-07-02T00:47:11,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,188,ACTIVE,Replaced insert and reset tool life counter
2026-07-02T00:47:19,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,20,ACKNOWLEDGED,Inspected oil line and topped up reservoir
2026-07-02T00:47:33,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,32,ACTIVE,Checked pump and confirmed pressure recovery
2026-07-02T00:47:44,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,24,ACTIVE,Rehomed axis and verified servo load
2026-07-02T00:47:59,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,142,ACTIVE,Refilled coolant and restarted pump
2026-07-02T00:48:13,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,296,ACKNOWLEDGED,Replaced insert and reset tool life counter
2026-07-02T00:53:44,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,143,ACTIVE,Inspected oil line and topped up reservoir
2026-07-02T01:00:34,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,50,CLEARED,Refilled coolant and restarted pump
2026-07-02T01:06:52,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,78,ACKNOWLEDGED,Replaced insert and reset tool life counter
2026-07-02T01:09:45,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,183,ACTIVE,Replaced insert and reset tool life counter
2026-07-02T01:11:08,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,20,ACKNOWLEDGED,Inspected oil line and topped up reservoir
2026-07-02T01:16:38,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,322,CLEARED,Refilled coolant and restarted pump
2026-07-02T01:30:02,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,93,CLEARED,Replaced insert and reset tool life counter
2026-07-02T01:30:16,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,20,CLEARED,Replaced insert and reset tool life counter
2026-07-02T01:30:27,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,228,ACKNOWLEDGED,Inspected oil line and topped up reservoir
2026-07-02T01:30:42,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,149,ACKNOWLEDGED,Replaced insert and reset tool life counter
2026-07-02T01:30:58,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,262,ACTIVE,Rehomed axis and verified servo load
2026-07-02T01:31:10,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,284,ACKNOWLEDGED,Rehomed axis and verified servo load
2026-07-02T01:31:23,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,192,ACTIVE,Checked pump and confirmed pressure recovery
2026-07-02T01:31:32,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,424,ACTIVE,Inspected oil line and topped up reservoir
2026-07-02T01:31:48,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,214,ACKNOWLEDGED,Inspected oil line and topped up reservoir
2026-07-02T01:34:45,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,191,ACTIVE,Cleared area and reset safety circuit
2026-07-02T01:41:17,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,223,CLEARED,Refilled coolant and restarted pump
2026-07-02T01:44:42,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,126,ACKNOWLEDGED,Replaced insert and reset tool life counter
2026-07-02T01:53:25,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,255,ACTIVE,Paused cycle and checked tool engagement
2026-07-02T01:56:17,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,44,ACKNOWLEDGED,Replaced insert and reset tool life counter
2026-07-02T02:00:41,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,182,CLEARED,Cleared area and reset safety circuit
2026-07-02T02:00:56,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,20,ACKNOWLEDGED,Rehomed axis and verified servo load
2026-07-02T02:01:08,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,241,ACKNOWLEDGED,Paused cycle and checked tool engagement
2026-07-02T02:01:21,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,66,ACKNOWLEDGED,Paused cycle and checked tool engagement
2026-07-02T02:01:29,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,279,ACKNOWLEDGED,Refilled coolant and restarted pump
2026-07-02T02:01:44,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,20,CLEARED,Rehomed axis and verified servo load
2026-07-02T02:01:56,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,187,ACTIVE,Refilled coolant and restarted pump
2026-07-02T02:02:06,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,324,ACTIVE,Refilled coolant and restarted pump
2026-07-02T02:02:26,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,183,ACTIVE,Refilled coolant and restarted pump
2026-07-02T02:02:35,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,462,ACKNOWLEDGED,Rehomed axis and verified servo load
2026-07-02T02:02:49,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,223,ACKNOWLEDGED,Rehomed axis and verified servo load
2026-07-02T02:03:02,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,145,CLEARED,Cleared area and reset safety circuit
2026-07-02T02:21:22,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,126,CLEARED,Paused cycle and checked tool engagement
2026-07-02T02:22:25,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,20,ACKNOWLEDGED,Cleared area and reset safety circuit
2026-07-02T02:28:09,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,58,ACKNOWLEDGED,Inspected oil line and topped up reservoir
2026-07-02T02:29:20,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,337,CLEARED,Inspected oil line and topped up reservoir
2026-07-02T02:33:32,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,94,ACKNOWLEDGED,Replaced insert and reset tool life counter
2026-07-02T02:45:10,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,266,CLEARED,Inspected oil line and topped up reservoir
2026-07-02T03:08:34,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,168,CLEARED,Replaced insert and reset tool life counter
2026-07-02T03:10:22,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,162,CLEARED,Inspected oil line and topped up reservoir
2026-07-02T03:14:54,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,245,ACTIVE,Refilled coolant and restarted pump
2026-07-02T03:16:11,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,60,ACTIVE,Checked pump and confirmed pressure recovery
2026-07-02T03:18:17,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,214,ACTIVE,Cleared area and reset safety circuit
2026-07-02T03:18:41,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,90,CLEARED,Replaced insert and reset tool life counter
2026-07-02T03:26:17,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,246,CLEARED,Checked pump and confirmed pressure recovery
2026-07-02T03:29:06,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,217,ACKNOWLEDGED,Rehomed axis and verified servo load
2026-07-02T03:33:40,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,150,ACTIVE,Cleared area and reset safety circuit
2026-07-02T03:39:24,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,265,ACKNOWLEDGED,Paused cycle and checked tool engagement
2026-07-02T03:46:30,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,175,ACTIVE,Refilled coolant and restarted pump
2026-07-02T03:53:59,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,199,ACTIVE,Paused cycle and checked tool engagement
2026-07-02T04:27:28,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,214,CLEARED,Paused cycle and checked tool engagement
2026-07-02T04:27:42,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,29,ACTIVE,Paused cycle and checked tool engagement
2026-07-02T04:33:20,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,428,ACTIVE,Refilled coolant and restarted pump
2026-07-02T04:53:14,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,136,ACTIVE,Checked pump and confirmed pressure recovery
2026-07-02T04:53:56,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,20,ACKNOWLEDGED,Replaced insert and reset tool life counter
2026-07-02T05:00:57,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,20,ACKNOWLEDGED,Cleared area and reset safety circuit
2026-07-02T05:03:40,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,20,ACTIVE,Refilled coolant and restarted pump
2026-07-02T05:05:54,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,20,ACKNOWLEDGED,Refilled coolant and restarted pump
2026-07-02T05:09:16,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,145,ACKNOWLEDGED,Inspected oil line and topped up reservoir
2026-07-02T05:10:07,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,133,ACTIVE,Inspected oil line and topped up reservoir
2026-07-02T05:17:58,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,147,ACTIVE,Checked pump and confirmed pressure recovery
2026-07-02T05:42:31,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,241,ACTIVE,Cleared area and reset safety circuit
2026-07-02T05:47:01,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,409,ACKNOWLEDGED,Inspected oil line and topped up reservoir
2026-07-02T05:50:24,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,45,ACKNOWLEDGED,Replaced insert and reset tool life counter
2026-07-02T06:29:18,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,127,ACKNOWLEDGED,Checked pump and confirmed pressure recovery
2026-07-02T06:30:09,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,357,ACTIVE,Inspected oil line and topped up reservoir
2026-07-02T06:35:14,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,157,ACTIVE,Checked pump and confirmed pressure recovery
2026-07-02T06:37:28,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,139,ACKNOWLEDGED,Paused cycle and checked tool engagement
2026-07-02T06:41:10,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,274,ACTIVE,Inspected oil line and topped up reservoir
2026-07-02T07:03:29,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,224,ACTIVE,Checked pump and confirmed pressure recovery
2026-07-02T07:08:29,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,198,ACKNOWLEDGED,Replaced insert and reset tool life counter
2026-07-02T07:08:38,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,102,ACKNOWLEDGED,Paused cycle and checked tool engagement
2026-07-02T07:08:51,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,172,ACKNOWLEDGED,Paused cycle and checked tool engagement
2026-07-02T07:09:01,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,153,ACKNOWLEDGED,Checked pump and confirmed pressure recovery
2026-07-02T07:09:18,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,387,ACKNOWLEDGED,Paused cycle and checked tool engagement
2026-07-02T07:09:28,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,20,ACTIVE,Cleared area and reset safety circuit
2026-07-02T07:09:40,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,115,ACKNOWLEDGED,Rehomed axis and verified servo load
2026-07-02T07:09:51,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,214,CLEARED,Refilled coolant and restarted pump
2026-07-02T07:10:01,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,20,ACTIVE,Checked pump and confirmed pressure recovery
2026-07-02T07:10:14,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,98,CLEARED,Paused cycle and checked tool engagement
2026-07-02T07:27:05,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,264,ACTIVE,Rehomed axis and verified servo load
2026-07-02T07:28:50,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,253,CLEARED,Cleared area and reset safety circuit
2026-07-02T07:32:50,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,341,CLEARED,Rehomed axis and verified servo load
2026-07-02T07:33:30,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,167,CLEARED,Cleared area and reset safety circuit
2026-07-02T07:40:37,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,126,CLEARED,Cleared area and reset safety circuit
2026-07-02T07:45:24,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,131,CLEARED,Checked pump and confirmed pressure recovery
2026-07-02T07:55:39,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,266,CLEARED,Inspected oil line and topped up reservoir
2026-07-02T08:03:35,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,109,ACTIVE,Rehomed axis and verified servo load
2026-07-02T08:05:08,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,111,CLEARED,Replaced insert and reset tool life counter
2026-07-02T08:09:08,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,228,ACTIVE,Cleared area and reset safety circuit
2026-07-02T08:14:57,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,174,ACKNOWLEDGED,Checked pump and confirmed pressure recovery
2026-07-02T08:18:00,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,274,CLEARED,Checked pump and confirmed pressure recovery
2026-07-02T08:20:51,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,51,CLEARED,Replaced insert and reset tool life counter
2026-07-02T08:23:09,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,393,CLEARED,Cleared area and reset safety circuit
2026-07-02T08:31:17,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,20,ACTIVE,Cleared area and reset safety circuit
2026-07-02T08:32:49,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,113,CLEARED,Checked pump and confirmed pressure recovery
2026-07-02T08:35:38,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,142,CLEARED,Inspected oil line and topped up reservoir
2026-07-02T08:38:56,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,121,ACKNOWLEDGED,Refilled coolant and restarted pump
2026-07-02T08:51:07,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,316,CLEARED,Replaced insert and reset tool life counter
2026-07-02T08:55:31,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,113,ACTIVE,Inspected oil line and topped up reservoir
2026-07-02T09:00:45,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,147,ACKNOWLEDGED,Inspected oil line and topped up reservoir
2026-07-02T09:02:38,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,192,ACKNOWLEDGED,Replaced insert and reset tool life counter
2026-07-02T09:11:15,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,211,ACTIVE,Paused cycle and checked tool engagement
2026-07-02T09:28:27,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,168,ACKNOWLEDGED,Refilled coolant and restarted pump
2026-07-02T09:41:59,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,154,CLEARED,Rehomed axis and verified servo load
2026-07-02T09:44:02,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,143,CLEARED,Checked pump and confirmed pressure recovery
2026-07-02T09:45:07,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,252,ACTIVE,Paused cycle and checked tool engagement
2026-07-02T09:47:35,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,100,ACKNOWLEDGED,Cleared area and reset safety circuit
2026-07-02T09:51:14,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,155,ACKNOWLEDGED,Cleared area and reset safety circuit
2026-07-02T10:04:56,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,123,CLEARED,Rehomed axis and verified servo load
2026-07-02T10:14:38,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,20,ACKNOWLEDGED,Checked pump and confirmed pressure recovery
2026-07-02T10:17:41,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,222,CLEARED,Cleared area and reset safety circuit
2026-07-02T10:18:16,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,382,CLEARED,Cleared area and reset safety circuit
2026-07-02T10:29:03,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,129,ACTIVE,Cleared area and reset safety circuit
2026-07-02T10:43:20,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,133,ACTIVE,Paused cycle and checked tool engagement
2026-07-02T10:51:47,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,116,CLEARED,Replaced insert and reset tool life counter
2026-07-02T11:07:30,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,62,CLEARED,Replaced insert and reset tool life counter
2026-07-02T11:12:34,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,235,ACTIVE,Checked pump and confirmed pressure recovery
2026-07-02T11:16:55,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,140,CLEARED,Paused cycle and checked tool engagement
2026-07-02T11:21:00,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,54,ACKNOWLEDGED,Refilled coolant and restarted pump
2026-07-02T11:21:12,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,182,ACTIVE,Replaced insert and reset tool life counter
2026-07-02T11:21:22,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,37,CLEARED,Refilled coolant and restarted pump
2026-07-02T11:21:35,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,83,ACKNOWLEDGED,Cleared area and reset safety circuit
2026-07-02T11:21:48,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,117,CLEARED,Cleared area and reset safety circuit
2026-07-02T11:21:57,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,193,ACKNOWLEDGED,Replaced insert and reset tool life counter
