timestamp,machineId,jobId,partNumber,cycleNo,cycleTimeSec,spindleRpmAvg,feedRateAvg,energyKWh,peakPowerKW,idleEnergyKWh,runningEnergyKWh
2026-07-07T23:07:34,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2067,45,9000.0,2163.4,0.5602,43.7,0.0498,0.5104
2026-07-07T23:13:06,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2068,42,9000.0,1987.5,0.4911,52.01,0.0606,0.4305
2026-07-07T23:19:26,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2069,46,9000.0,2015.8,0.6296,46.81,0.0877,0.5419
2026-07-07T23:26:01,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2070,48,9000.0,2216.3,0.5978,43.39,0.0695,0.5283
2026-07-07T23:32:07,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2071,42,8809.5,2166.6,0.5616,41.04,0.0833,0.4783
2026-07-07T23:34:04,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2072,44,9000.0,1845.5,0.5649,41.39,0.0547,0.5102
2026-07-07T23:37:10,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2073,44,8766.7,2003.9,0.564,47.11,0.0656,0.4984
2026-07-07T23:39:53,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2074,46,9000.0,1581.0,0.5746,43.03,0.08,0.4946
2026-07-07T23:40:43,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2075,47,9000.0,2112.1,0.6244,45.64,0.0901,0.5343
2026-07-07T23:44:28,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2076,44,9000.0,2156.1,0.5027,49.49,0.0621,0.4406
2026-07-07T23:45:23,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2077,41,8239.3,2040.8,0.496,39.22,0.0537,0.4423
2026-07-07T23:46:01,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2078,48,8894.5,2015.1,0.6027,45.3,0.0638,0.5389
2026-07-07T23:47:33,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2079,48,8840.9,2131.8,0.6164,49.98,0.0795,0.5369
2026-07-07T23:48:21,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2080,45,9000.0,1852.8,0.5362,45.82,0.0464,0.4898
2026-07-07T23:49:57,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2081,43,8750.9,1909.2,0.4873,43.77,0.0667,0.4206
2026-07-07T23:51:03,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2082,43,9000.0,2062.7,0.5142,44.64,0.0428,0.4714
2026-07-07T23:56:30,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2083,42,8259.0,2142.7,0.4446,42.96,0.0619,0.3827
2026-07-07T23:58:05,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2084,45,8708.5,1538.0,0.5287,40.86,0.0541,0.4746
2026-07-07T23:59:59,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2085,42,9000.0,2051.0,0.5158,41.97,0.0682,0.4476
2026-07-08T00:00:38,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2086,44,8973.2,2062.7,0.6172,49.05,0.0721,0.5451
2026-07-08T00:01:29,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2087,47,8526.1,2283.8,0.5272,46.8,0.0651,0.4621
2026-07-08T00:02:17,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2088,46,9000.0,2058.3,0.5884,41.69,0.0721,0.5163
2026-07-08T00:04:19,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2089,47,9000.0,1797.9,0.6008,40.72,0.0768,0.524
2026-07-08T00:05:13,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2090,46,8749.1,2229.0,0.5706,42.68,0.0849,0.4857
2026-07-08T00:09:10,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2091,45,8656.2,2123.3,0.5744,39.79,0.0766,0.4978
2026-07-08T00:11:11,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2092,41,9000.0,1955.0,0.5215,45.78,0.0573,0.4642
2026-07-08T00:11:51,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2093,49,9000.0,1877.6,0.5614,47.24,0.0824,0.479
2026-07-08T00:12:36,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2094,43,9000.0,1604.5,0.5081,44.75,0.0768,0.4313
2026-07-08T00:15:01,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2095,49,9000.0,1942.1,0.6191,43.89,0.079,0.5401
2026-07-08T00:15:50,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2096,41,9000.0,1937.7,0.4455,44.75,0.0403,0.4052
2026-07-08T00:19:13,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2097,43,9000.0,1756.0,0.5263,46.5,0.0599,0.4664
2026-07-08T00:26:23,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2098,48,9000.0,2123.9,0.6319,44.57,0.0647,0.5672
2026-07-08T00:28:50,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2099,42,8027.7,1896.9,0.4779,42.46,0.0698,0.4081
2026-07-08T00:29:24,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2100,44,9000.0,1905.7,0.5154,47.06,0.0589,0.4565
2026-07-08T00:30:48,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2101,41,9000.0,1793.8,0.532,43.69,0.0668,0.4652
2026-07-08T00:32:58,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2102,45,8338.1,2048.6,0.578,47.3,0.0692,0.5088
2026-07-08T00:34:31,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2103,44,9000.0,2009.8,0.5427,40.51,0.0455,0.4972
2026-07-08T00:37:43,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2104,40,9000.0,1711.3,0.4394,44.39,0.0328,0.4066
2026-07-08T00:39:35,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2105,43,8628.5,2081.0,0.4726,39.61,0.0423,0.4303
2026-07-08T00:41:12,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2106,46,9000.0,1939.0,0.6406,50.02,0.0812,0.5594
2026-07-08T00:41:54,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2107,43,8722.2,1940.9,0.4999,50.96,0.0589,0.441
2026-07-08T00:42:35,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2108,45,9000.0,1927.9,0.5531,46.36,0.0744,0.4787
2026-07-08T00:43:20,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2109,41,8083.0,1972.5,0.4554,42.79,0.0668,0.3886
2026-07-08T00:45:59,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2110,42,8707.9,1719.8,0.4879,45.76,0.053,0.4349
2026-07-08T00:46:43,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2111,41,9000.0,1865.8,0.5003,49.92,0.0705,0.4298
2026-07-08T00:48:12,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2112,42,8649.6,1683.6,0.5171,41.54,0.0684,0.4487
2026-07-08T00:52:03,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2113,42,9000.0,1956.9,0.5584,48.36,0.0658,0.4926
2026-07-08T00:53:12,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2114,44,8948.1,2166.6,0.5148,50.3,0.0565,0.4583
2026-07-08T00:56:28,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2115,43,9000.0,2322.8,0.5385,47.46,0.0517,0.4868
2026-07-08T00:59:50,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2116,44,9000.0,2067.6,0.4831,43.98,0.0459,0.4372
2026-07-08T01:00:28,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2117,43,9000.0,1914.8,0.5015,45.94,0.0606,0.4409
2026-07-08T01:02:31,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2118,42,9000.0,1808.1,0.4792,42.47,0.0533,0.4259
2026-07-08T01:08:06,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2119,41,9000.0,1825.4,0.4355,43.68,0.041,0.3945
2026-07-08T01:08:44,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2120,45,9000.0,2302.3,0.5939,50.24,0.0784,0.5155
2026-07-08T01:10:45,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2121,41,9000.0,2024.3,0.5296,44.15,0.0537,0.4759
2026-07-08T01:11:45,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2122,44,9000.0,1702.4,0.5316,48.8,0.0794,0.4522
2026-07-08T01:12:32,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2123,48,9000.0,1887.4,0.677,47.48,0.0981,0.5789
2026-07-08T01:13:17,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2124,46,8839.2,1828.3,0.5418,47.07,0.0742,0.4676
2026-07-08T01:14:56,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2125,41,8658.7,1790.1,0.4975,38.43,0.0555,0.442
2026-07-08T01:16:14,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2126,45,8744.6,2084.3,0.5073,45.27,0.0435,0.4638
2026-07-08T01:21:13,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2127,43,9000.0,1921.8,0.5415,49.01,0.0415,0.5
2026-07-08T01:23:14,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2128,48,8564.4,1832.7,0.5357,40.85,0.0724,0.4633
2026-07-08T01:26:38,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2129,41,9000.0,2060.3,0.5335,40.93,0.0742,0.4593
2026-07-08T01:27:20,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2130,41,9000.0,1811.8,0.5089,43.51,0.0586,0.4503
2026-07-08T01:28:08,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2131,42,8849.8,1702.7,0.494,48.88,0.0708,0.4232
2026-07-08T01:28:49,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2132,47,9000.0,2073.5,0.6007,45.88,0.0514,0.5493
2026-07-08T01:33:19,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2133,42,9000.0,1998.8,0.469,42.43,0.055,0.414
2026-07-08T01:34:55,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2134,45,8528.4,2093.1,0.5905,45.82,0.081,0.5095
2026-07-08T01:35:56,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2135,41,9000.0,1966.9,0.5695,47.97,0.0851,0.4844
2026-07-08T01:36:38,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2136,41,9000.0,1864.6,0.4742,42.11,0.0704,0.4038
2026-07-08T01:37:43,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2137,43,9000.0,1585.9,0.5687,45.26,0.0709,0.4978
2026-07-08T01:39:00,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2138,47,9000.0,1807.6,0.6507,43.14,0.0692,0.5815
2026-07-08T01:40:58,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2139,44,8686.7,2198.3,0.5316,49.72,0.052,0.4796
2026-07-08T01:41:41,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2140,46,8851.6,2038.3,0.5092,49.68,0.0458,0.4634
2026-07-08T01:43:48,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2141,41,9000.0,2048.4,0.4678,40.99,0.0577,0.4101
2026-07-08T01:45:56,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2142,44,9000.0,2449.8,0.5144,46.21,0.0619,0.4525
2026-07-08T01:46:53,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2143,46,8851.4,2190.4,0.5615,43.98,0.0536,0.5079
2026-07-08T01:52:22,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2144,47,8365.2,2230.4,0.5558,44.6,0.07,0.4858
2026-07-08T01:56:28,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2145,46,8846.9,2150.2,0.5634,43.37,0.0646,0.4988
2026-07-08T01:58:52,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2146,44,9000.0,2015.8,0.5322,49.17,0.0642,0.468
2026-07-08T02:01:25,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2147,45,9000.0,2075.4,0.5555,49.43,0.0673,0.4882
2026-07-08T02:01:57,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2148,42,9000.0,2146.3,0.5416,41.23,0.0563,0.4853
2026-07-08T02:03:25,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2149,42,8979.1,1846.1,0.5216,44.07,0.0538,0.4678
2026-07-08T02:06:48,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2150,48,9000.0,2025.4,0.5371,44.39,0.0596,0.4775
2026-07-08T02:07:28,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2151,43,8247.2,2083.9,0.5766,45.65,0.0846,0.492
2026-07-08T02:08:12,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2152,44,9000.0,2204.1,0.6128,48.05,0.083,0.5298
2026-07-08T02:09:27,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2153,46,8337.8,1954.2,0.5909,43.79,0.0721,0.5188
2026-07-08T02:10:16,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2154,43,9000.0,2086.2,0.5857,50.54,0.0739,0.5118
2026-07-08T02:12:46,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2155,45,9000.0,1898.1,0.5578,45.69,0.0471,0.5107
2026-07-08T02:13:20,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2156,42,9000.0,2119.8,0.5218,48.14,0.0461,0.4757
2026-07-08T02:14:26,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2157,48,9000.0,1692.6,0.5483,45.46,0.0407,0.5076
2026-07-08T02:16:13,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2158,46,8862.6,2184.7,0.5519,51.07,0.0772,0.4747
2026-07-08T02:19:58,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2159,41,9000.0,1770.6,0.5252,44.82,0.048,0.4772
2026-07-08T02:22:10,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2160,45,9000.0,2007.0,0.4966,48.85,0.058,0.4386
2026-07-08T02:22:59,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2161,48,8256.2,1889.7,0.5973,45.09,0.0612,0.5361
2026-07-08T02:25:24,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2162,47,9000.0,1833.2,0.5945,50.7,0.0625,0.532
2026-07-08T02:28:22,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2163,46,8999.5,1907.6,0.5054,43.95,0.044,0.4614
2026-07-08T02:29:04,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2164,48,8932.9,2079.0,0.5266,43.7,0.0444,0.4822
2026-07-08T02:34:01,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2165,44,8491.6,2142.8,0.4929,46.13,0.0636,0.4293
2026-07-08T02:34:31,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2166,41,9000.0,1979.8,0.4988,52.49,0.0624,0.4364
2026-07-08T02:35:23,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2167,41,8952.6,1997.7,0.4744,47.6,0.0689,0.4055
2026-07-08T02:35:58,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2168,47,9000.0,1897.1,0.5444,41.69,0.0625,0.4819
2026-07-08T02:37:35,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2169,45,8369.5,1885.8,0.5531,42.35,0.0796,0.4735
2026-07-08T02:39:13,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2170,45,9000.0,1976.8,0.5433,45.75,0.0453,0.498
2026-07-08T02:41:07,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2171,46,8928.8,1939.9,0.5383,50.88,0.0522,0.4861
2026-07-08T02:41:45,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2172,41,8756.8,2190.0,0.4798,49.56,0.0594,0.4204
2026-07-08T02:42:26,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2173,43,8997.5,2063.7,0.493,46.84,0.0486,0.4444
2026-07-08T02:44:20,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2174,42,8765.7,2056.6,0.483,43.72,0.0635,0.4195
2026-07-08T02:45:19,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2175,43,9000.0,2245.7,0.5228,45.51,0.0396,0.4832
2026-07-08T02:50:19,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2176,43,9000.0,1961.7,0.5434,45.81,0.0771,0.4663
2026-07-08T02:57:53,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2177,42,9000.0,1911.6,0.5283,44.05,0.0763,0.452
2026-07-08T02:58:32,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2178,44,8978.7,2127.3,0.5065,49.1,0.0561,0.4504
2026-07-08T02:59:16,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2179,42,9000.0,1694.0,0.4732,48.24,0.0372,0.436
2026-07-08T03:00:04,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2180,46,9000.0,1847.5,0.5605,49.36,0.0651,0.4954
2026-07-08T03:01:50,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2181,47,8939.6,1808.9,0.5597,43.58,0.0508,0.5089
2026-07-08T03:03:06,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2182,43,8726.3,2135.3,0.4753,43.55,0.0468,0.4285
2026-07-08T03:04:31,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2183,48,9000.0,1828.7,0.5763,48.49,0.0572,0.5191
2026-07-08T03:07:07,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2184,42,9000.0,1730.6,0.5123,48.92,0.0698,0.4425
2026-07-08T03:08:34,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2185,41,9000.0,2057.1,0.5191,48.92,0.0622,0.4569
2026-07-08T03:09:09,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2186,44,9000.0,2282.9,0.5558,45.37,0.077,0.4788
2026-07-08T03:11:27,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2187,48,8916.0,2040.8,0.5664,43.37,0.0785,0.4879
2026-07-08T03:12:17,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2188,44,9000.0,2081.7,0.5822,49.35,0.0533,0.5289
2026-07-08T03:12:52,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2189,46,9000.0,1620.9,0.4984,48.72,0.0547,0.4437
2026-07-08T03:15:47,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2190,47,9000.0,1815.6,0.5527,46.63,0.066,0.4867
2026-07-08T03:17:06,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2191,46,9000.0,2072.7,0.5857,42.94,0.0833,0.5024
2026-07-08T03:18:11,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2192,48,9000.0,1929.0,0.5824,46.47,0.0546,0.5278
2026-07-08T03:19:32,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2193,43,9000.0,1769.2,0.5416,43.99,0.0748,0.4668
2026-07-08T03:20:01,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2194,43,9000.0,2070.3,0.4899,41.53,0.0487,0.4412
2026-07-08T03:20:46,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2195,42,9000.0,2101.5,0.5253,46.36,0.0553,0.47
2026-07-08T03:21:22,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2196,42,8556.6,1968.4,0.4815,40.85,0.0586,0.4229
2026-07-08T03:24:02,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2197,45,9000.0,2191.6,0.5374,44.2,0.0484,0.489
2026-07-08T03:25:33,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2198,41,9000.0,2179.9,0.4402,49.14,0.0326,0.4076
2026-07-08T03:27:17,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2199,42,9000.0,2175.3,0.5447,45.1,0.0438,0.5009
2026-07-08T03:35:54,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2200,42,9000.0,2110.4,0.5253,46.84,0.0661,0.4592
2026-07-08T03:38:24,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2201,41,9000.0,1963.7,0.4918,41.52,0.0383,0.4535
2026-07-08T03:40:05,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2202,46,8996.4,1698.9,0.5148,41.46,0.0472,0.4676
2026-07-08T03:43:11,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2203,48,9000.0,1972.1,0.5406,47.39,0.0489,0.4917
2026-07-08T03:43:56,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2204,44,9000.0,1840.3,0.5475,41.71,0.0538,0.4937
2026-07-08T03:50:50,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2205,43,9000.0,1591.9,0.5424,40.88,0.0696,0.4728
2026-07-08T03:52:26,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2206,43,8958.8,1885.2,0.5596,48.51,0.0543,0.5053
2026-07-08T03:53:14,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2207,46,8833.0,2071.5,0.5335,49.49,0.0523,0.4812
2026-07-08T03:59:04,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2208,44,9000.0,1957.5,0.6093,51.7,0.0846,0.5247
2026-07-08T04:00:57,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2209,46,9000.0,1873.9,0.5218,45.45,0.0634,0.4584
2026-07-08T04:01:52,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2210,41,8935.4,1791.2,0.4823,41.9,0.0439,0.4384
2026-07-08T04:02:19,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2211,41,8607.0,2290.5,0.4687,47.28,0.0522,0.4165
2026-07-08T04:03:08,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2212,46,8924.6,2228.3,0.6214,50.86,0.0733,0.5481
2026-07-08T04:04:17,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2213,43,9000.0,2100.4,0.5479,44.42,0.0511,0.4968
2026-07-08T04:05:44,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2214,47,8523.1,1952.3,0.5771,42.44,0.0831,0.494
2026-07-08T04:07:20,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2215,49,8424.4,2067.9,0.6226,44.32,0.0549,0.5677
2026-07-08T04:09:53,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2216,44,9000.0,1969.2,0.5266,50.11,0.0529,0.4737
2026-07-08T04:10:43,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2217,49,9000.0,1789.5,0.6652,52.66,0.0877,0.5775
2026-07-08T04:11:29,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2218,42,9000.0,1893.0,0.5426,50.12,0.0698,0.4728
2026-07-08T04:13:26,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2219,44,9000.0,2129.7,0.5141,50.15,0.0496,0.4645
2026-07-08T04:16:05,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2220,49,9000.0,2101.4,0.5974,47.94,0.067,0.5304
2026-07-08T04:17:32,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2221,41,9000.0,1856.0,0.5327,42.41,0.0555,0.4772
2026-07-08T04:20:34,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2222,42,9000.0,1856.9,0.5175,46.99,0.0514,0.4661
2026-07-08T04:21:56,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2223,41,9000.0,2116.2,0.5195,48.14,0.0477,0.4718
2026-07-08T04:24:44,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2224,41,8410.4,1803.7,0.5427,43.36,0.0704,0.4723
2026-07-08T04:25:30,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2225,43,7584.2,1900.2,0.4808,42.36,0.0492,0.4316
2026-07-08T04:27:08,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2226,42,8889.8,2022.4,0.4815,46.17,0.0593,0.4222
2026-07-08T04:28:59,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2227,45,8969.9,1869.6,0.5911,44.56,0.0453,0.5458
2026-07-08T04:29:40,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2228,48,9000.0,2008.4,0.5877,39.61,0.0546,0.5331
2026-07-08T04:30:30,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2229,47,9000.0,2429.0,0.6056,51.04,0.0817,0.5239
2026-07-08T04:31:36,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2230,41,9000.0,1904.2,0.4854,40.53,0.0723,0.4131
2026-07-08T04:41:26,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2231,44,9000.0,2326.8,0.5142,41.13,0.0466,0.4676
2026-07-08T04:43:41,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2232,44,7954.2,1764.4,0.4865,41.91,0.0685,0.418
2026-07-08T04:44:34,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2233,48,9000.0,1915.8,0.5248,40.72,0.0694,0.4554
2026-07-08T04:47:18,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2234,43,9000.0,1913.7,0.53,46.75,0.0394,0.4906
2026-07-08T04:47:52,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2235,44,8988.9,1785.9,0.4897,46.57,0.0537,0.436
2026-07-08T04:51:28,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2236,41,9000.0,1629.5,0.5741,51.02,0.0797,0.4944
2026-07-08T04:52:06,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2237,49,8194.0,1963.7,0.5675,43.0,0.072,0.4955
2026-07-08T04:52:52,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2238,48,9000.0,1989.3,0.6256,41.69,0.0734,0.5522
2026-07-08T04:54:32,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2239,44,8965.9,2166.7,0.585,43.65,0.0569,0.5281
2026-07-08T04:55:20,HURCO-M10-01,JOB-M10-1007,M10-PLATE-AL2024,2240,43,9000.0,1812.9,0.569,43.38,0.0805,0.4885
